ano,datavotacao,orientacao,sigla,tipo,DEM,PCDOB,PDT,PEN,PHS,PMB,PMDB,PMN,PP,PPS,PR,PRB,PROS,PRP,PRTB,PSB,PSC,PSD,PSDB,PSDC,PSL,PSOL,PSTU,PT,PTB,PTC,PTDOB,PTN,PV,REDE,S.PART.,SD,Apoio Médio,year,month,day,weekday,hour
1997,1998-11-25 12:04:00,Sim,GOV.,PL,1.0,1.0,0.952380952380952,0.0,0.0,0.0,0.942857142857143,0.0,0.96551724137931,0.2,1.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.969387755102041,1998,11,2,25,12
1996,2001-09-25 18:23:00,Sim,GOV.,PEC,1.0,1.0,1.0,0.0,1.0,0.0,0.984375,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.997198879551821,2001,9,1,25,18
2012,2012-07-11 19:10:00,Não,GOV.,MPV,0.0,1.0,0.928571428571429,0.0,1.0,0.0,1.0,1.0,0.952380952380952,0.0,0.1875,1.0,0.0,1.0,1.0,1.0,0.818181818181818,1.0,0.142857142857143,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.820846905537459,2012,7,2,11,19
2007,2007-11-13 11:19:00,Não,GOV.,MPV,0.166666666666667,1.0,1.0,0.0,1.0,0.0,0.967213114754098,1.0,0.964285714285714,0.0,0.962962962962963,1.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.909090909090909,0.0,0.0,0.0,0.75,2007,11,1,13,11
2016,2016-10-05 20:57:00,Sim,GOV.,PL,1.0,0.0,0.0909090909090909,0.5,0.833333333333333,0.0,0.945454545454545,0.0,0.878787878787879,1.0,0.911764705882353,1.0,0.75,1.0,0.0,0.84375,1.0,0.96,1.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.333333333333333,0.909090909090909,1.0,0.0,0.0,1.0,0.741116751269036,2016,10,2,5,20
2005,2014-02-04 21:30:00,Não,GOV.,PL,0.0588235294117647,0.1,0.0625,0.0,0.0,0.0,0.571428571428571,0.5,0.645161290322581,0.0,0.238095238095238,0.166666666666667,0.416666666666667,0.0,0.0,0.0,0.444444444444444,0.6,0.387096774193548,0.0,0.0,0.333333333333333,0.0,0.819672131147541,0.583333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.157894736842105,0.434426229508197,2014,2,1,4,21
2009,2009-05-13 20:41:00,Sim,GOV.,MPV,0.121951219512195,1.0,0.909090909090909,0.0,1.0,0.0,0.941176470588235,1.0,0.846153846153846,0.111111111111111,0.916666666666667,1.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0487804878048781,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.742021276595745,2009,5,2,13,20
2003,2003-09-17 16:14:00,Não,GOV.,PEC,0.148936170212766,1.0,0.888888888888889,0.0,0.0,0.0,0.895833333333333,1.0,0.935483870967742,1.0,0.777777777777778,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.193548387096774,0.0,0.0,0.0,0.0,0.971830985915493,0.888888888888889,0.0,0.0,0.0,0.666666666666667,0.0,0.0,0.0,0.743202416918429,2003,9,2,17,16
2007,2008-03-05 18:52:00,Sim,GOV.,MPV,0.222222222222222,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.903225806451613,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.839285714285714,2008,3,2,5,18
2016,2016-06-15 17:06:00,Não,GOV.,MPV,1.0,0.0,1.0,1.0,1.0,1.0,0.956521739130435,0.0,1.0,1.0,0.96,1.0,0.0,1.0,1.0,0.954545454545455,1.0,0.958333333333333,1.0,0.0,1.0,0.0,0.0,0.027027027027027,1.0,0.0,1.0,1.0,0.8,1.0,0.0,1.0,0.830815709969788,2016,6,2,15,17
2011,2011-10-05 19:04:00,Não,GOV.,MPV,0.178571428571429,1.0,1.0,0.0,1.0,0.0,0.918367346938776,1.0,0.961538461538462,0.125,1.0,1.0,0.0,0.0,0.0,0.958333333333333,0.235294117647059,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.916666666666667,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.754491017964072,2011,10,2,5,19
1992,2000-01-25 19:09:00,Não,GOV.,PEC,0.967032967032967,1.0,1.0,0.0,0.0,0.0,0.963855421686747,0.0,0.977272727272727,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.968085106382979,0.0,1.0,0.0,0.0,0.962962962962963,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.971428571428571,2000,1,1,25,19
1997,2006-02-02 11:52:00,Sim,GOV.,PEC,1.0,1.0,1.0,0.0,0.0,0.0,0.966666666666667,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.96551724137931,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.990074441687345,2006,2,3,2,11
2015,2015-10-22 12:46:00,Sim,GOV.,PL,0.0,1.0,0.5625,1.0,1.0,0.0,0.918367346938776,1.0,0.838709677419355,0.0,1.0,0.923076923076923,0.875,0.666666666666667,0.0,0.0,0.444444444444444,0.884615384615385,0.0,1.0,1.0,0.0,0.0,0.980769230769231,0.8125,0.0,1.0,0.75,0.5,0.0,0.0,0.166666666666667,0.622784810126582,2015,10,3,22,12
2006,2006-07-11 17:43:00,Não,GOV.,MPV,0.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.256410256410256,0.0,0.259259259259259,0.0,0.111111111111111,0.0,0.0,0.0,0.0,0.4,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.642857142857143,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170731707317073,2006,7,1,11,17
2006,2006-03-28 17:33:00,Não,GOV.,MPV,0.0512820512820513,1.0,1.0,0.0,0.0,0.0,0.962962962962963,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.985294117647059,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.880597014925373,2006,3,1,28,17
2010,2010-08-04 17:47:00,Não,GOV.,MPV,0.266666666666667,1.0,1.0,0.0,1.0,0.0,0.983333333333333,1.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.896551724137931,2010,8,2,4,17
2005,2005-06-29 17:14:00,Sim,GOV.,PRC,0.0571428571428571,1.0,0.166666666666667,0.0,0.0,0.0,0.707692307692308,0.0,0.98,0.142857142857143,0.978260869565217,0.0,0.0,0.0,0.0,0.909090909090909,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.970588235294118,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.709756097560976,2005,6,2,29,17
2005,2005-06-23 11:53:00,Não,GOV.,MPV,0.789473684210526,1.0,0.5,0.0,0.0,0.0,0.964285714285714,0.0,0.882352941176471,0.142857142857143,0.826086956521739,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.909090909090909,0.0,1.0,0.0,0.0,1.0,0.894736842105263,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.873949579831933,2005,6,3,23,11
2008,2008-10-29 18:59:00,Não,GOV.,PL,0.1,1.0,0.941176470588235,0.0,1.0,0.0,0.970149253731343,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.852348993288591,2008,10,2,29,18
2003,2003-08-05 12:19:00,Não,GOV.,PEC,0.133333333333333,1.0,1.0,0.0,0.0,0.0,0.695652173913043,0.0,0.655172413793103,0.833333333333333,0.769230769230769,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.243243243243243,0.0,0.0,0.0,0.0,0.917647058823529,0.606060606060606,0.0,0.0,0.0,0.6,0.0,1.0,0.0,0.64367816091954,2003,8,1,5,12
2013,2013-10-09 19:39:00,Não,GOV.,MPV,0.0,1.0,0.125,1.0,1.0,0.0,0.842105263157895,0.5,0.91304347826087,0.25,0.909090909090909,1.0,0.545454545454545,0.5,0.0,0.1,0.833333333333333,0.206896551724138,0.0,0.0,0.0,0.0,0.0,1.0,0.866666666666667,0.0,0.666666666666667,0.0,1.0,0.0,0.0,0.0909090909090909,0.620498614958449,2013,10,2,9,19
2015,2015-10-28 17:51:00,Não,GOV.,PL,0.0,0.0,0.8,1.0,1.0,0.0,0.704545454545455,0.0,0.652173913043478,0.0,0.5,0.933333333333333,1.0,0.333333333333333,0.0,0.037037037037037,0.444444444444444,0.545454545454545,0.0227272727272727,1.0,0.0,0.0,0.0,0.66,0.823529411764706,0.0,1.0,0.75,0.142857142857143,0.0,0.0,0.181818181818182,0.460526315789474,2015,10,2,28,17
2004,2004-03-30 17:54:00,Não,GOV.,MPV,0.0571428571428571,1.0,1.0,0.0,0.0,0.0,0.9,0.0,0.974358974358974,1.0,0.962962962962963,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.032258064516129,0.0,1.0,0.0,0.0,0.985714285714286,0.933333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.780120481927711,2004,3,1,30,17
1995,1998-12-01 18:06:00,Sim,GOV.,PEC,1.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.754385964912281,1.0,0.727272727272727,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.0,1.0,0.950819672131147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688046647230321,1998,12,1,1,18
2007,2007-10-25 13:40:00,Não,GOV.,MPV,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.555555555555556,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.75,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,2007,10,3,25,13
2014,2015-05-06 21:31:00,Sim,GOV.,MPV,0.363636363636364,0.846153846153846,0.0,1.0,0.0,0.0,0.793650793650794,0.666666666666667,0.538461538461538,0.0,0.84375,0.578947368421053,0.727272727272727,0.333333333333333,0.0,0.241379310344828,0.2,0.8125,0.0,0.5,1.0,0.0,0.0,0.981818181818182,0.5,0.5,0.5,0.75,0.375,0.0,0.0,0.0769230769230769,0.525,2015,5,2,6,21
1998,1999-01-06 18:15:00,Sim,GOV.,MSC,0.904761904761905,1.0,1.0,0.0,0.0,0.0,0.929577464788732,0.0,0.722222222222222,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.918032786885246,0.0,0.0,0.0,1.0,1.0,0.722222222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.896848137535817,1999,1,2,6,18
2005,2005-06-28 20:13:00,Não,GOV.,MPV,0.0344827586206897,1.0,0.375,0.0,0.0,0.0,0.758620689655172,0.0,0.925,0.153846153846154,0.972222222222222,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.96551724137931,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.729885057471264,2005,6,1,28,20
2017,2017-04-25 20:07:00,Não,GOV.,PLP,0.84,0.0,0.0,0.666666666666667,0.333333333333333,0.0,0.872727272727273,0.0,0.828571428571429,1.0,0.5,0.785714285714286,0.5,1.0,0.0,0.416666666666667,0.375,0.838709677419355,0.95,0.0,1.0,0.0,0.0,0.0204081632653061,0.866666666666667,0.0,0.0,0.7,0.75,0.0,0.0,0.416666666666667,0.596577017114914,2017,4,1,25,20
1998,2017-03-22 16:56:00,Não,GOV.,PL,0.894736842105263,0.0,0.0,1.0,0.666666666666667,0.0,0.861111111111111,0.0,0.909090909090909,0.0,0.8,0.846153846153846,0.75,1.0,0.0,0.8,0.75,0.958333333333333,0.96969696969697,0.0,0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.454545454545455,0.8,0.0,0.0,0.9,0.64741641337386,2017,3,2,22,16
2007,2008-02-19 21:17:00,Sim,GOV.,MPV,0.08,1.0,0.956521739130435,0.0,1.0,0.0,0.960526315789474,1.0,0.96969696969697,0.916666666666667,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.947368421052632,1.0,1.0,0.0,0.923076923076923,0.0,0.0,0.0,0.758465011286682,2008,2,1,19,21
2006,2015-03-10 21:09:00,Sim,GOV.,PEC,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978723404255319,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.857142857142857,0.0,0.0,1.0,0.995594713656388,2015,3,1,10,21
2008,2008-11-12 14:38:00,Sim,GOV.,MPV,0.125,1.0,1.0,0.0,1.0,0.0,0.969230769230769,1.0,0.954545454545455,0.625,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.773134328358209,2008,11,2,12,14
2008,2008-06-11 13:46:00,Não,GOV.,PLP,0.0,1.0,0.647058823529412,0.0,1.0,0.0,0.912280701754386,1.0,0.739130434782609,0.0,0.961538461538462,1.0,0.0,0.0,0.0,0.888888888888889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.833333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653968253968254,2008,6,2,11,13
2017,2017-04-11 12:29:00,Não,GOV.,PLP,1.0,0.0,0.0909090909090909,1.0,1.0,0.0,1.0,0.0,0.962962962962963,1.0,0.931034482758621,1.0,0.666666666666667,0.0,0.0,0.791666666666667,0.714285714285714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.333333333333333,0.571428571428571,1.0,0.0,0.0,1.0,0.780645161290323,2017,4,1,11,12
2016,2016-05-24 01:07:00,Não,GOV.,PLN,0.95,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.956521739130435,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8625,2016,5,1,24,1
2013,2014-04-09 19:57:00,Sim,GOV.,MPV,0.0,1.0,0.2,0.0,0.0,0.0,0.847826086956522,0.333333333333333,0.736842105263158,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.333333333333333,0.105263157894737,0.0,0.0,0.0,0.0,0.0,0.985714285714286,0.866666666666667,0.0,1.0,0.0,0.2,0.0,0.0,0.666666666666667,0.598240469208211,2014,4,2,9,19
2008,2009-04-07 16:45:00,Não,GOV.,MPV,0.153846153846154,1.0,1.0,0.0,1.0,0.0,0.983333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.857142857142857,0.0,0.0,0.0,0.824503311258278,2009,4,1,7,16
2000,2001-10-17 20:41:00,Não,GOV.,PEC,1.0,1.0,1.0,0.0,0.0,0.0,0.967213114754098,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.984126984126984,0.0,1.0,0.0,0.0,1.0,0.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.988538681948424,2001,10,2,17,20
2004,2004-06-02 19:36:00,Não,GOV.,MPV,0.0357142857142857,0.857142857142857,0.0,0.0,0.0,0.0,0.549295774647887,0.0,0.869565217391304,0.733333333333333,0.823529411764706,0.0,0.0,0.0,0.0,0.9375,0.25,0.0,0.0512820512820513,0.0,1.0,0.0,0.0,0.879518072289157,0.895833333333333,0.0,0.0,0.0,0.833333333333333,0.0,0.0,0.0,0.605922551252847,2004,6,2,2,19
2003,2003-12-18 21:03:00,Sim,GOV.,MPV,0.130434782608696,1.0,0.875,0.0,0.0,0.0,0.895833333333333,0.0,0.787878787878788,1.0,0.923076923076923,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.157894736842105,0.0,1.0,0.0,0.0,0.974358974358974,0.891891891891892,0.0,0.0,0.0,0.333333333333333,0.0,1.0,0.0,0.811501597444089,2003,12,3,18,21
2011,2011-11-22 21:18:00,Sim,GOV.,PEC,0.25,1.0,0.944444444444444,0.0,1.0,0.0,1.0,1.0,0.964285714285714,0.25,0.96551724137931,1.0,0.0,1.0,1.0,0.962962962962963,1.0,0.974358974358974,0.0384615384615385,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.894601542416452,2011,11,1,22,21
2002,2003-03-18 19:30:00,Sim,GOV.,MPV,0.796875,1.0,0.785714285714286,0.0,0.0,0.0,0.983333333333333,1.0,0.206896551724138,1.0,0.787878787878788,0.0,0.0,0.0,0.0,0.952380952380952,0.0,0.0,0.924528301886792,0.0,0.0,0.0,0.0,0.987179487179487,0.0294117647058824,0.0,0.0,0.0,0.833333333333333,0.0,1.0,0.0,0.792941176470588,2003,3,1,18,19
2009,2009-11-11 20:24:00,Sim,GOV.,PL,0.230769230769231,1.0,1.0,0.0,1.0,0.0,0.967741935483871,1.0,0.96551724137931,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0222222222222222,0.0,0.0,1.0,0.0,1.0,1.0,0.333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.792105263157895,2009,11,2,11,20
2007,2007-10-03 18:06:00,Não,GOV.,MPV,0.105263157894737,1.0,1.0,0.0,1.0,0.0,0.970588235294118,1.0,1.0,0.0,0.96551724137931,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.866666666666667,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.87888198757764,2007,10,2,3,18
2014,2015-05-14 17:10:00,Sim,GOV.,MPV,0.142857142857143,1.0,0.214285714285714,1.0,1.0,0.0,0.851851851851852,1.0,0.357142857142857,0.0,0.923076923076923,0.941176470588235,0.7,1.0,0.0,0.12,0.0,0.64,0.0,1.0,1.0,0.0,0.0,0.942307692307692,0.5,1.0,1.0,0.75,0.571428571428571,0.0,0.0,0.1,0.553884711779449,2015,5,3,14,17
2015,2017-02-08 18:06:00,Sim,GOV.,PLP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.951219512195122,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.995049504950495,2017,2,2,8,18
2008,2008-11-12 13:37:00,Sim,GOV.,MPV,0.178571428571429,1.0,1.0,0.0,1.0,0.0,0.980769230769231,1.0,0.958333333333333,0.428571428571429,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0208333333333333,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.766153846153846,2008,11,2,12,13
1999,1999-11-09 17:37:00,Sim,GOV.,PL,0.987654320987654,0.0,0.0588235294117647,0.0,1.0,0.0,0.945205479452055,0.0,0.9375,1.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.954022988505747,0.0,0.0,0.0,0.0,0.0,0.956521739130435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.753117206982544,1999,11,1,9,17
2011,2011-06-28 18:59:00,Sim,GOV.,MPV,0.0666666666666667,1.0,0.8,0.0,1.0,0.0,0.839285714285714,1.0,0.941176470588235,0.181818181818182,1.0,0.875,0.0,0.0,1.0,0.916666666666667,1.0,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.909090909090909,0.0,0.0,0.0,0.745762711864407,2011,6,1,28,18
1996,2006-01-18 19:54:00,Sim,GOV.,PEC,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.997858672376874,2006,1,2,18,19
2007,2007-10-23 21:08:00,Sim,GOV.,MPV,0.0526315789473684,1.0,1.0,0.0,1.0,0.0,0.96551724137931,1.0,1.0,0.125,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.75,2007,10,1,23,21
2009,2009-05-07 12:33:00,Sim,GOV.,MPV,0.136363636363636,0.875,0.9,0.0,0.0,0.0,0.918367346938776,1.0,0.875,0.0,0.952380952380952,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.818181818181818,0.0,1.0,0.0,0.428571428571429,0.0,0.0,0.0,0.743362831858407,2009,5,3,7,12
2015,2015-06-24 19:51:00,Não,GOV.,MPV,0.176470588235294,1.0,1.0,1.0,1.0,0.0,0.901960784313726,0.5,0.758620689655172,0.0,0.962962962962963,1.0,0.888888888888889,1.0,1.0,0.869565217391304,0.0,0.833333333333333,0.0212765957446809,1.0,0.0,1.0,0.0,1.0,0.705882352941177,1.0,1.0,1.0,0.166666666666667,0.0,0.0,0.153846153846154,0.701005025125628,2015,6,2,24,19
1998,2003-12-02 22:33:00,Sim,GOV.,PEC,1.0,1.0,1.0,0.0,0.0,0.0,0.979166666666667,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.997109826589595,2003,12,1,2,22
2012,2012-09-04 20:49:00,Sim,GOV.,MPV,0.0,1.0,0.166666666666667,0.5,1.0,0.0,0.959183673469388,1.0,0.947368421052632,0.0,0.85,1.0,0.0,1.0,0.0,1.0,0.25,0.606060606060606,0.0526315789473684,0.0,0.0,0.0,0.0,1.0,0.916666666666667,0.0,1.0,0.0,0.9,0.0,0.0,0.0,0.6875,2012,9,1,4,20
2007,2008-08-20 17:00:00,Sim,GOV.,PLP,0.96875,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.996563573883162,2008,8,2,20,17
2016,2016-10-25 21:59:00,Sim,GOV.,PEC,1.0,0.0,0.166666666666667,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.923076923076923,1.0,0.571428571428571,1.0,0.0,0.72,0.857142857142857,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.944444444444444,0.0,0.75,0.9,1.0,0.5,0.0,0.923076923076923,0.793577981651376,2016,10,1,25,21
2004,2004-12-01 18:58:00,Não,GOV.,MPV,0.08,1.0,1.0,0.0,0.0,0.0,0.98,0.0,0.970588235294118,1.0,0.962962962962963,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0769230769230769,0.0,1.0,0.0,0.0,1.0,0.911764705882353,0.0,0.0,0.0,1.0,0.0,0.833333333333333,0.0,0.828571428571429,2004,12,2,1,18
1999,1999-12-08 18:34:00,Obstrução,GOV.,PEC,0.695652173913043,0.0,1.0,0.0,0.0,0.0,0.857142857142857,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769230769230769,0.0,0.0,0.0,0.0,0.6,0.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73972602739726,1999,12,2,8,18
2016,2016-10-10 01:39:00,Não,GOV.,PEC,1.0,0.0,0.333333333333333,1.0,1.0,1.0,0.978723404255319,0.0,0.928571428571429,1.0,0.903225806451613,1.0,0.666666666666667,1.0,0.0,0.869565217391304,1.0,0.933333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.888888888888889,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.76775956284153,2016,10,0,10,1
2001,2001-05-29 19:28:00,Não,GOV.,PLP,0.972972972972973,1.0,0.384615384615385,0.0,0.0,0.0,0.89041095890411,0.0,0.972972972972973,0.111111111111111,1.0,0.0,0.0,0.0,0.0,0.928571428571429,0.0,0.0,0.986301369863014,0.0,1.0,0.0,0.0,0.0,0.961538461538462,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.799498746867168,2001,5,1,29,19
1998,1999-01-12 17:12:00,Não,GOV.,PL,0.986666666666667,0.0,0.0625,0.0,0.0,0.0,0.727272727272727,0.0,0.982142857142857,0.0,0.666666666666667,0.0,0.0,0.0,0.0,0.1,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734806629834254,1999,1,1,12,17
2007,2007-06-26 13:37:00,Não,GOV.,MPV,0.0606060606060606,0.0,0.0769230769230769,0.0,0.5,0.0,0.0727272727272727,0.666666666666667,0.807692307692308,0.0,0.958333333333333,0.0,0.0,0.0,0.0,0.1,0.333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.961538461538462,0.846153846153846,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.428571428571429,2007,6,1,26,13
2014,2017-03-29 16:42:00,Sim,GOV.,PEC,0.92,0.0,0.25,0.666666666666667,0.428571428571429,0.0,0.843137254901961,0.0,0.9,1.0,0.71875,0.6875,0.75,1.0,0.0,0.764705882352941,0.444444444444444,0.90625,0.931818181818182,0.0,1.0,0.0,0.0,0.0925925925925926,0.882352941176471,0.0,0.333333333333333,0.636363636363636,0.75,0.75,0.0,0.923076923076923,0.68314606741573,2017,3,2,29,16
2007,2009-12-08 20:21:00,Não,GOV.,PL,0.333333333333333,1.0,0.941176470588235,0.0,1.0,0.0,0.919354838709677,1.0,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.909090909090909,0.0,0.0,0.0,0.853741496598639,2009,12,1,8,20
2004,2005-11-29 19:22:00,Sim,GOV.,PL,1.0,1.0,1.0,0.0,0.0,0.0,0.966666666666667,0.0,0.918918918918919,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.987080103359173,2005,11,1,29,19
2010,2010-12-07 17:38:00,Sim,GOV.,REQ,0.258064516129032,0.222222222222222,0.555555555555556,0.0,0.666666666666667,0.0,0.816666666666667,1.0,0.8,0.285714285714286,0.757575757575758,0.166666666666667,0.0,0.0,0.0,0.578947368421053,0.333333333333333,0.0,0.58695652173913,0.0,0.0,0.333333333333333,0.0,0.865384615384615,0.857142857142857,0.0,0.0,0.0,0.833333333333333,0.0,0.0,0.0,0.651296829971182,2010,12,1,7,17
